ID,Student ID,Mathematics,Literature,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education,Foreign language,Foreign language code
5906,1005907,7.6,8.5,Society,6.75,5.5,10,9.4,N1
5907,1005908,8.6,8.75,Society,5.75,8,9.75,9.6,N1
5908,1005909,7,8.25,Society,2.75,4.5,8.25,4.2,N1
5909,1005910,6.8,8,Society,5,5.25,8.25,6.2,N1
5910,1005911,6.4,8.75,Society,6.75,7.75,7.75,5.6,N1
5911,1005912,5.2,7,Society,6.5,6.75,9.75,5.4,N1
5912,1005913,8.2,8.5,Society,7.25,7.5,8.5,9.2,N1
5913,1005914,4.6,7.5,Society,6,6.25,9,4.8,N1
5914,1005915,6.6,6,Society,4.5,5,8,6,N1
5916,1005917,6,7.5,Society,6.5,5.25,8.25,5,N1
5917,1005918,7.6,4.75,Society,4.25,3.5,8.25,8.6,N1
5918,1005919,8,9,Society,6.5,5.25,8.75,8.8,N1
5919,1005920,6.8,7.5,Society,4.75,5.5,8.25,6.6,N1
5920,1005921,8.2,7.5,Society,5.75,5,8.75,5.6,N1
5921,1005922,5.6,8,Society,5.5,6.5,8,5.8,N1
5922,1005923,7.6,8.5,Society,6.75,5.5,8.25,9,N1
5923,1005924,8.2,8.5,Society,8.5,7.25,8.5,8.2,N1
5924,1005925,6.8,8.75,Society,7.5,7,8.5,6.6,N1
5925,1005926,4.8,7.25,Society,4.5,5.5,6.75,3.4,N1
5926,1005927,6.8,6.75,Society,5.75,5.25,8.75,4.4,N1
5927,1005928,8.2,7.75,Society,5,7,8.5,7.8,N1
5928,1005929,8.6,8,Society,5.75,7.5,9,6.8,N1
5929,1005930,7.4,8,Society,7.5,5.75,8,7.4,N1
5930,1005931,7.6,7.5,Society,7.5,5.25,8.5,9.6,N1
5931,1005932,7.2,7.75,Society,5.25,5.5,7,6.2,N1
5934,1005935,8,8.25,Society,4.75,6.5,8.25,7.4,N1
5935,1005936,8,9,Society,8.25,8,9.5,9.6,N1
5936,1005937,8.4,8.25,Society,7.75,7.25,8.25,7.6,N1
5937,1005938,7.2,8.5,Society,9.5,7.5,9,7.8,N1
5938,1005939,6.6,7.5,Society,4.75,6.25,8,7,N1
5939,1005940,5.6,8.75,Society,8.25,6.75,9,6.2,N1
5941,1005942,6,8.5,Society,3.75,6.75,8.75,6,N1
5942,1005943,6.8,6.5,Society,4.5,5.25,8.75,3.2,N1
5943,1005944,7.2,8.5,Society,7.25,7.75,7.75,7.4,N1
5944,1005945,6.4,8,Society,8.75,6.75,9,6.4,N1
5945,1005946,5.6,7.25,Society,4.75,5.75,8.75,7.4,N1
5946,1005947,8.2,7.5,Society,5.25,6.75,8.75,9.4,N1
5947,1005948,5.2,4.5,Society,6,7,8.25,8.4,N1
5948,1005949,7.6,7.5,Society,4.25,4.25,7.5,6,N1
5949,1005950,8.2,7,Society,6,6,7.75,8.6,N1
5950,1005951,5.4,7,Society,4.75,4.75,8.25,5.2,N1
5951,1005952,5.2,6.5,Society,5.75,4.75,7.25,5.8,N1
5953,1005954,8,7.5,Society,6.75,6.75,8,7.4,N1
5954,1005955,7,6.25,Society,5.25,6,8.25,5.2,N1
5955,1005956,5.2,6,Society,6.75,6,8.5,3.2,N1
5956,1005957,8.2,5.5,Society,6.75,7.75,8.5,8.6,N1
5957,1005958,7,7,Society,7.5,6,9,4.6,N1
5958,1005959,7.4,7.25,Society,4.25,5.25,5.25,6.2,N1
5959,1005960,4.4,5.5,Society,4.5,4.75,7.25,3.2,N1
5960,1005961,8.8,7,Society,7.75,6,7.75,8.8,N1
5961,1005962,5.6,7,Society,4.5,5.75,7.25,3.6,N1
5963,1005964,4.8,5,Society,5.25,5.25,7.5,3,N1
5964,1005965,7.8,7.5,Society,5.5,5.75,7.25,7.4,N1
5965,1005966,7.8,8.75,Society,5.25,6.25,8.25,9.2,N1
5966,1005967,5.2,7,Society,4.25,5.25,8,3,N1
5967,1005968,7.8,8,Society,5.75,3.25,8.5,7.6,N1
5968,1005969,7.6,8,Society,7.25,7,8.25,9.2,N1
5969,1005970,6,7.25,Society,4.5,5.25,7.25,4,N1
5970,1005971,6,6.75,Society,6.75,5.25,8.25,7.2,N1
5971,1005972,3.2,4.75,Society,3.75,3.5,9,3.4,N1
5972,1005973,6.8,6,Society,4.5,5.25,7,4.6,N1
5973,1005974,7.6,8.25,Society,6.75,6.5,8.25,8.8,N1
5975,1005976,2.6,7.5,Society,4.25,4.75,7.75,7.2,N1
5976,1005977,6.4,6,Society,5.5,4.75,8.5,7.2,N1
5977,1005978,7.8,7.75,Society,6,6,9.5,6,N1
5978,1005979,7.2,8,Society,7,6.75,8.25,8.6,N1
5979,1005980,6.2,8.75,Society,6.25,6,8.75,8.6,N1
5981,1005982,6,8.75,Society,6.5,6,8.5,6.8,N1
5982,1005983,7,8.5,Society,6.75,7,8.25,7.2,N1
5983,1005984,7.8,9.25,Society,6.75,7.5,8,8.8,N1
5984,1005985,4.8,7.25,Society,3.75,6,7.5,4.6,N1
5985,1005986,7.2,6.75,Society,6.5,5.75,9,6.4,N1
5987,1005988,7,6.75,Society,6.25,5.75,8,8.4,N1
5988,1005989,6.6,7.25,Society,4.5,5.75,8.5,6.6,N1
5989,1005990,5.8,7.5,Society,3.5,6,8,4.6,N1
5990,1005991,6.2,7.75,Society,6.5,5,7.75,7,N1
5991,1005992,7.6,8.75,Society,5.5,5.5,9,,
5992,1005993,7.8,7.75,Nature,7,4.5,5.5,8.4,N1
5993,1005994,8,8.5,Society,6.5,6.75,9.25,,
5994,1005995,8.6,8.5,Nature,9,8.25,7.25,9.2,N1
5995,1005996,8.4,8.75,Nature,4.25,6.5,6.5,7,N1
5996,1005997,8.6,8.25,Nature,8.5,9,9.75,8.6,N1
5997,1005998,7.4,7.75,Society,7.75,6.5,9.5,,
5998,1005999,8.2,8,Nature,7.5,5.5,6.75,9,N1
5999,1006000,8.4,7,Nature,8.5,5.5,6.75,8,N1
6000,1006001,8.4,6,Nature,7.75,4.5,5,8.6,N1
6001,1006002,6,5.25,Society,7.25,6,8.5,,
6002,1006003,7.8,5.75,Nature,5,4.5,3.75,6.8,N1
6003,1006004,7.8,7.75,Nature,7.75,5.75,6.5,9.6,N1
6004,1006005,8.8,8.5,Society,6,6.75,7.75,,
6005,1006006,8.4,7.5,Nature,5.75,5.5,5,8.8,N1
6006,1006007,8.4,6.75,Nature,9,8.25,6.5,5.4,N1
6007,1006008,7.4,6.75,Nature,7.25,5,6,7.4,N1
6008,1006009,8.2,6.75,Nature,8.5,5.25,5.75,8,N1
6009,1006010,7,5.75,Nature,6,5.75,6.75,9.2,N1
6010,1006011,9,7.75,Nature,8.75,8.5,8.75,9.4,N1
6011,1006012,8,7,Nature,4.75,7.75,3.5,6.4,N1
6012,1006013,8.6,7.75,Nature,6,7,6,9.6,N1
6013,1006014,7.8,6.25,Nature,3.25,6.75,4.75,3,N1
6014,1006015,7.4,7,Nature,7,7,4.5,7.4,N1
6015,1006016,8,7,Nature,6,7.25,4.75,8.8,N1
6016,1006017,7.2,6.5,Nature,7.25,3.75,4,8.4,N1
6017,1006018,7.6,7.5,Nature,6.75,4.5,5.75,8.8,N1
6018,1006019,7.8,6.5,Nature,7.5,6.75,5.25,7.2,N1
6019,1006020,8,6,Nature,7,5.25,7.5,8.2,N1
6020,1006021,8.2,6.5,Nature,7.5,5.75,3.75,8.8,N1
6022,1006023,7.2,6,Nature,4.75,7.75,5.25,5.4,N1
6023,1006024,7.6,7.25,Nature,4.5,8,8.25,7,N1
6024,1006025,7.6,6.25,Nature,7,7.75,5.5,7.8,N1
6025,1006026,8.4,6,Nature,7.5,3.75,7,8.6,N1
6026,1006027,8.2,8.75,Society,6,5.75,8,,
6027,1006028,7.4,6.75,Nature,7.75,5,5.25,8.4,N1
6028,1006029,7.8,6.25,Nature,7.75,5.75,6,9.4,N1
6029,1006030,8,9.5,Nature,8.25,7.5,7.25,9.8,N1
6030,1006031,7.4,7.25,Nature,6.75,4.75,4,8.2,N1
6031,1006032,8,7,Nature,6.25,7.25,6,7,N1
6032,1006033,7.4,6.5,Nature,8.5,5.75,4.5,9.4,N1
6033,1006034,7.6,7.25,Society,8.5,6,8.5,,
6034,1006035,7.4,7.5,Nature,8.5,4.5,6.75,8.8,N1
6035,1006036,6.4,5.5,Nature,6.5,5.25,5.5,8.2,N1
6036,1006037,8.4,7.75,Nature,8.75,8.25,5,6.6,N1
6037,1006038,6.4,7.5,Nature,6,6.5,5,4.4,N1
6038,1006039,7.4,7,Nature,6.5,6.75,4.5,8.2,N1
6039,1006040,8.6,7.75,Nature,7.75,10,6,9,N1
6040,1006041,7.4,9.25,Nature,7,5,5.75,7.6,N1
6041,1006042,8.6,8.5,Nature,6,8.5,8.25,6.2,N1
6042,1006043,8.2,8,Nature,7.25,5.5,6.5,5.2,N1
6043,1006044,8.8,8.25,Nature,8.75,6.5,7.25,8.8,N1
6044,1006045,7.6,7,Nature,9,8,7,9.4,N1
6046,1006047,8.8,6,Nature,7.25,7.75,6.25,8.4,N1
6047,1006048,8.6,8.5,Nature,7.5,7.5,8.5,9.6,N1
6048,1006049,8.2,6.75,Nature,8.5,3.5,4.5,7.4,N1
6049,1006050,9,5.75,Nature,8.25,4.25,5.5,9.6,N1
6050,1006051,7,6,Nature,5.5,6.75,6,8,N1
6051,1006052,8.6,8.25,Nature,8.75,4.5,5.5,9.6,N1
6052,1006053,7.6,6,Nature,6.25,3,6.25,9.2,N1
6053,1006054,7.4,6,Nature,7.75,8.25,6,5.8,N1
6054,1006055,7.2,6,Nature,7.75,7.5,7.5,9.4,N1
6055,1006056,8,6.25,Nature,6.75,6.5,6,7.8,N1
6056,1006057,8,7.75,Nature,7,7.5,6.5,8.8,N1
6057,1006058,9.2,7,Nature,9,5,6,9.4,N1
6058,1006059,8.2,5.5,Nature,8.5,5.25,7.75,9,N1
6059,1006060,8,7.25,Nature,5,7.5,6.75,7.6,N1
6060,1006061,8,7,Nature,7.5,4.5,5.5,8.6,N1
6061,1006062,8,8.25,Nature,6.75,5.5,6,7.2,N1
6062,1006063,8,7.5,Nature,9.25,6.75,7.75,9.2,N1
6063,1006064,7.2,7.25,Nature,8,6.75,6.75,7.2,N1
6064,1006065,8.2,7.25,Nature,8,7.75,7,9,N1
6065,1006066,8.2,7.5,Nature,7.75,8.25,5,8.2,N1
6066,1006067,8.4,7.25,Nature,8.25,8.25,8.25,8.8,N1
6067,1006068,8.8,9,Society,8.25,7,9.5,9.2,N1
6068,1006069,8.2,7.25,Society,4,6,8.75,7.6,N1
6069,1006070,6.8,5.25,Nature,7.25,6.5,6.75,5.8,N1
6070,1006071,7.8,8.5,Nature,7,4.75,6,6.6,N1
6071,1006072,7.8,7.5,Nature,7.5,7.75,8.5,7,N1
6072,1006073,6,8,Society,5.25,6,9,5,N1
6073,1006074,6.6,6.75,Society,8,7.25,9,8.8,N1
6074,1006075,7.8,7.5,Nature,7.25,6.75,5.25,5.4,N1
6075,1006076,7.6,9,Society,8.25,6.75,8.75,8.4,N1
6076,1006077,8.4,7,Nature,7,7.75,5.25,8.2,N1
6077,1006078,7.6,8,Society,6,5.75,8,7.2,N1
6078,1006079,8.2,7,Nature,7.75,5.5,5.25,8,N1
6080,1006081,8,6,Nature,6.25,4.5,5.25,8,N1
6081,1006082,7,5,Nature,5.75,7.75,6.25,7.6,N1
6082,1006083,6.8,7.25,Society,4.5,6.5,8.5,5.2,N1
6083,1006084,7,6.5,Society,7,6.25,8.5,8,N1
6084,1006085,8,7.25,Society,7.5,6.25,9,9.6,N1
6085,1006086,7.4,7,Society,5,6,8.25,4.8,N1
6086,1006087,7.2,8,Society,5.25,6.25,8.75,7.4,N1
6087,1006088,7.6,8.75,Nature,5.5,7.5,7,5.6,N1
6088,1006089,8.2,8.25,Nature,6.75,6,6.5,6.4,N1
6089,1006090,8.2,8.75,Society,7.25,5.75,8.75,9.6,N1
6090,1006091,4.6,7.25,Society,5.25,5.5,8.5,4.8,N1
6091,1006092,7.8,8.5,Society,6,6.75,9.25,7.8,N1
6092,1006093,7,7.5,Society,5.75,6.5,8.75,5.2,N1
6093,1006094,6.8,9,Society,8.75,5.75,9.25,7,N1
6094,1006095,7,6.25,Nature,6,5,6.25,8.8,N1
6095,1006096,7,7,Society,7.5,5,7.75,4.6,N1
6096,1006097,7.2,7.25,Society,4.25,5.25,8.5,8.8,N1
6097,1006098,5.4,6.75,Society,3,7.5,7.5,5.8,N1
6098,1006099,4.8,7.5,Society,6.5,4.75,9,8.8,N1
6099,1006100,8.6,9.25,Society,6,5.75,8.25,9.2,N1
6100,1006101,7.6,6.5,Nature,5,6.75,4.5,6.4,N1
6101,1006102,7.2,7.75,Society,6.75,7,8.75,7.2,N1
6102,1006103,6.4,6,Nature,3.25,4.25,4.75,3,N1
6103,1006104,9.2,7.5,Nature,8.75,7.75,7.75,7.4,N1
6104,1006105,7.4,6.75,Society,7.5,7.5,9,8.2,N1
6105,1006106,7.2,7.5,Society,7.5,7,7.75,5.2,N1
6107,1006108,6.6,6.25,Society,4.25,5.5,7.25,3,N6
6108,1006109,7.6,7.75,Society,6.75,6.5,9.5,5.4,N1
6109,1006110,3.2,5,Society,2.75,4.75,8.25,6,N1
6111,1006112,6,8.5,Society,9,7.25,8.75,3.6,N1
6112,1006113,3.4,6.25,Society,5,5.5,7.75,3,N1
6113,1006114,5.2,4,Society,4,5,5.5,3,N1
6114,1006115,7.8,7.25,Society,5.5,5.25,7,6,N1
6115,1006116,8,8.5,Society,6,5,8.5,7.2,N1
6116,1006117,5.8,6.75,Society,6,7,9.25,5,N1
6117,1006118,7.6,7,Society,3.75,4.25,6.75,7.4,N1
6118,1006119,6.8,8.5,Society,7.25,5.5,7.5,9,N1
6119,1006120,7.8,8.5,Society,6,7.25,7,8.2,N1
6120,1006121,6.2,8,Society,7.5,5,8.75,9.2,N1
6121,1006122,8.4,9.5,Society,6.75,5.5,8.75,8.4,N1
6122,1006123,6,8,Society,6.25,5.25,8.75,4,N1
6123,1006124,8.2,9.5,Society,5.75,4.75,8.5,9.4,N1
6124,1006125,8,8.75,Society,7.5,6,9,8.6,N1
6125,1006126,6.4,9,Society,9,7.25,8,6.6,N1
6126,1006127,8.2,8.5,Society,5.25,5.75,8.25,6.8,N1
6127,1006128,8.2,7.5,Society,4.25,5.25,8,7.6,N1
6128,1006129,7.4,8.5,Society,6.25,5.5,8.25,9.2,N1
6129,1006130,3.4,4,Society,3.25,5.75,5.5,3.2,N1
6130,1006131,8.4,8.75,Society,6,4.75,8.25,7.6,N1
6131,1006132,6.4,7.75,Society,6,6,8.75,8.2,N4
6132,1006133,8,8.5,Society,8,6.5,9.5,6.2,N1
6133,1006134,8.6,8.5,Society,8.5,6.5,9,9.8,N1
6134,1006135,7,8.5,Society,7.5,6,9.5,8.8,N1
6135,1006136,8.6,8.5,Society,7.25,7,9.25,8,N1
6136,1006137,8.4,7.75,Society,6.5,6.5,8,7,N1
6137,1006138,8.8,9,Society,5.5,7,7.5,9.4,N1
6138,1006139,7.4,8.25,Society,7.25,5.75,9.5,6.4,N1
6139,1006140,8.2,9.25,Society,7.5,7.5,9.5,8.8,N1
6140,1006141,8.4,9.25,Society,6.5,6.75,9,9.6,N1
6141,1006142,7.6,9.5,Society,8.75,5,7,3.6,N1
6142,1006143,7.4,9.5,Society,6.5,6.5,9.25,8.6,N1
6143,1006144,7.8,9.25,Society,7.5,8.5,9,9.4,N1
6144,1006145,8,9.25,Society,6.75,7,9.25,8.6,N1
6145,1006146,5.6,7,Society,3.75,4.25,7.5,8.6,N1
6146,1006147,5.4,8,Society,3.75,6,8.25,6.6,N1
6147,1006148,7.8,8,Society,6.25,4.5,8.25,9.4,N1
6148,1006149,6,8,Society,6.25,7.25,9,3.4,N1
6149,1006150,7,9,Society,8.5,6.75,8.25,8.2,N4
6150,1006151,7,8,Society,8.5,8,9.25,8.4,N1
6151,1006152,7.2,8.5,Society,5.25,4.75,8,7.8,N1
6152,1006153,6.8,8.75,Society,5,5,7.75,6,N1
6153,1006154,7.2,7,Society,4.75,5.25,8,6.8,N1
6154,1006155,4.2,6.5,Society,4,5.5,7.25,3.2,N1
6155,1006156,8,9.5,Society,6.75,7.25,9.5,9.6,N1
6156,1006157,8.6,7.75,Society,8,6,9.75,8.6,N1
6157,1006158,6.8,8.75,Society,5.5,7.75,8.5,8.8,N1
6158,1006159,5.4,5.75,Society,3,6.5,7,3,N1
6159,1006160,7,8,Society,7,7.25,9,7.4,N1
6160,1006161,5.8,8.25,Society,7.5,6,8.5,6.4,N1
6161,1006162,4.4,4.5,Society,5.25,4.75,7,3.6,N1
6162,1006163,6.8,9,Society,8.25,6.75,9,7.8,N1
6163,1006164,8,7,Society,7,6,8.5,7.6,N1
6164,1006165,5.8,5,Society,4.25,5.25,8,4.2,N1
6165,1006166,5.6,5.75,Society,5,6,8.25,5.2,N1
6166,1006167,4.4,7.25,Society,4,4.75,8.5,7,N1
6167,1006168,6,7.5,Society,4.75,5.75,8.25,7.6,N1
6168,1006169,7,8,Society,7,4.5,8.25,8.4,N1
6169,1006170,8.6,8,Society,6,5.5,7.75,6.6,N1
6170,1006171,6.6,8.5,Society,5.75,5.25,8.75,8.4,N1
6171,1006172,4.6,8.25,Society,6.25,5,8.5,3.6,N1
6172,1006173,7.2,7.25,Society,6,5.5,7,4.4,N1
6173,1006174,6.6,5.25,Society,5.75,6,8.75,6.8,N1
6174,1006175,7.2,7.5,Society,7.5,6.25,9,7.8,N1
6175,1006176,6.4,8,Society,6.25,5.75,8.5,8.6,N1
6176,1006177,6.4,5.5,Society,5.75,6.25,7.25,5.6,N1
6177,1006178,7.4,7.5,Society,6.25,7,8.75,7,N1
6178,1006179,7.4,8,Society,7.25,5.75,8,6.2,N1
6180,1006181,8.2,9,Society,6.25,6.5,9,8.6,N1
6181,1006182,8,7.75,Society,7,5.75,8.5,9,N1
6182,1006183,7.4,5,Society,4.25,5.75,7.25,4.6,N1
6183,1006184,8.4,8.5,Society,6.5,9,7,9.4,N1
6184,1006185,6,6,Society,4.25,5,7.75,5.6,N1
6185,1006186,8.4,6.75,Nature,5.75,5.75,6.25,8.4,N1
6186,1006187,7.4,6,Nature,5,3,4,8,N1
6187,1006188,8.6,5.75,Nature,8,8,6,8.4,N1
6188,1006189,8.2,6.25,Nature,5,5,4.75,8.6,N1
6189,1006190,8.2,5.5,Nature,6.75,4.75,5.25,8.6,N1
6190,1006191,6.8,6,Nature,2.5,7.75,8,6.2,N1
6191,1006192,8.4,4.75,Nature,8.25,5.75,6,8.2,N1
6192,1006193,8.6,7.5,Nature,3.5,8.5,7.75,8,N1
6193,1006194,6.8,7,Nature,6.5,7.75,7.25,6.6,N1
6194,1006195,7.2,6.5,Nature,7,3,4.25,8.4,N1
6195,1006196,7.8,6.25,Nature,8,6.5,7,8.2,N1
6196,1006197,8.8,8.5,Nature,8.5,8.75,8.25,7.8,N1
6197,1006198,7.6,7,Nature,6.5,5.25,5.5,7.6,N1
6198,1006199,7.6,7.25,Nature,7.25,7,5.75,5,N1
6199,1006200,8.6,7.75,Nature,7,8,6,9.2,N1
6200,1006201,7.4,8.25,Society,7.5,6.25,9,,
6201,1006202,7.2,5,Nature,8.75,5,6.5,8.6,N1
6202,1006203,8,7.25,Nature,8.75,6.25,7.75,9,N1
6203,1006204,6.8,6.75,Nature,6,3.75,3.5,8.6,N1
6204,1006205,7.2,7,Society,6.25,6.25,9,,
6205,1006206,9,7.75,Nature,8.5,5.75,5.75,9.6,N1
6206,1006207,4.2,8,Society,7,5.5,8.5,,
6207,1006208,8.8,8,Nature,8.25,7,6.75,9.6,N1
6208,1006209,7.8,8.25,Nature,7.25,3.75,6.75,8.4,N1
6209,1006210,7.8,7.5,Nature,3.25,6.25,7.25,9.6,N1
6210,1006211,4.4,5,Nature,4.25,4,5.75,5.8,N1
6211,1006212,7.6,6.5,Nature,5.5,8.25,5.25,8.4,N1
6212,1006213,8,6.5,Nature,7.25,5.25,6.75,8.8,N1
6213,1006214,8.6,7.5,Nature,6.25,7.5,5.75,5.8,N1
6214,1006215,8.8,6,Nature,8,6.5,6,7.2,N1
6215,1006216,8,7.5,Nature,7,6,5.75,6.6,N1
6216,1006217,9.4,8.25,Nature,9.5,9.5,8.25,9.2,N1
6217,1006218,8,5.5,Nature,6.75,7,8.5,9.4,N1
6218,1006219,7,7.75,Nature,4.75,3,4.75,9.8,N1
6219,1006220,6.8,5.25,Nature,7,5.75,4.5,8,N1
6220,1006221,8,7.5,Nature,7.75,7.25,5.25,6.8,N1
6221,1006222,8,6.75,Nature,7.25,7.75,7.5,9.2,N1
6222,1006223,8.4,8,Nature,8.25,7.75,7.25,7,N1
6223,1006224,7.8,5.75,Nature,8.5,6.5,6,9.2,N1
6224,1006225,8.6,6.5,Nature,8.75,9,6.5,5.8,N1
6225,1006226,8,8,Society,5.5,5.75,7.25,,
6226,1006227,9.4,4.25,Nature,9.25,5.25,7,9.4,N1
6227,1006228,6.8,6.5,Nature,3.75,4.75,4.25,8,N1
6228,1006229,7.4,6,Nature,7,5,4.5,8.4,N1
6229,1006230,8,6.25,Nature,7.25,7.25,7,6.6,N1
6230,1006231,7.8,6,Nature,5.5,5.75,6.5,8.2,N1
6231,1006232,6,7.25,Nature,6.5,5.25,6.75,7,N1
6232,1006233,7.8,6.75,Nature,8.5,5,5,8.8,N1
6233,1006234,8.2,6.75,Nature,7.75,5.25,6.25,9.2,N1
6234,1006235,8.4,5,Nature,7,4.5,6.25,8.4,N1
6235,1006236,8.6,6.5,Nature,8,6.5,6.25,7.4,N1
6236,1006237,9,7.75,Nature,8.5,8.5,6.25,8.2,N1
6237,1006238,6.4,7.75,Nature,5.5,5.5,5.5,9.6,N1
6238,1006239,8.2,4.5,Nature,8,2.5,3.75,8.8,N1
6239,1006240,7,6,Nature,7.5,6.25,3.75,7.8,N1
6240,1006241,7,6.75,Nature,7,5.25,6,7.6,N1
6241,1006242,7.6,6,Nature,7.5,6.75,4.5,7,N1
6242,1006243,8.8,6.5,Nature,8.5,6,7,7.8,N1
6243,1006244,8.6,7,Nature,9,5.25,6,9,N1
6244,1006245,8.4,7.5,Nature,7.75,4.75,5.75,8.4,N1
6245,1006246,8.8,7,Nature,8.25,4.25,4.75,9,N1
6246,1006247,7.4,7.75,Nature,8,5.75,5.75,6.6,N1
6247,1006248,6.6,6.25,Nature,5.75,6.5,6.25,7.2,N1
6248,1006249,3.4,5.25,Society,5.25,5,6.75,,
6249,1006250,8.2,6.75,Nature,7.5,8.5,6.5,7.2,N1
6250,1006251,8.6,7,Nature,7.5,5,6.25,8,N1
6251,1006252,7.2,8,Nature,5.75,8.25,8.5,9.2,N1
6252,1006253,8,8,Nature,6.75,7.5,7,8.8,N1
6253,1006254,8.8,7,Nature,8.5,3.75,4,9.6,N1
6254,1006255,9.4,6.25,Nature,9,9.25,6.25,7.6,N1
6255,1006256,8.8,6.25,Nature,5.25,7.75,6.5,8.4,N1
6256,1006257,8.2,6.25,Nature,7.25,2.5,5.25,6.8,N1
6257,1006258,7.8,6.75,Nature,7.25,4.75,6.75,8.2,N1
6258,1006259,8.6,7.5,Nature,8,6,7,9.2,N1
6259,1006260,8,8.75,Society,5.75,6,9,9.6,N1
6260,1006261,8,8,Nature,7.5,4,6,8.6,N1
6261,1006262,,,Society,,,,,
6262,1006263,6,7,Society,6.75,6.5,7.25,5,N1
6263,1006264,8,8.5,Society,6,5,7,8.4,N1
6264,1006265,7.2,8.25,Nature,7.75,6.25,7.5,9.4,N1
6265,1006266,7.2,7,Society,6.5,6,8.75,4.2,N1
6266,1006267,7,7,Nature,6,3.5,4.75,8.2,N1
6267,1006268,6.8,7.5,Society,8.25,6.25,9,8.2,N1
6268,1006269,5.8,5.75,Society,4.75,6.75,8.75,6,N1
6269,1006270,5.2,4,Society,4,4.5,6.75,4.6,N1
6270,1006271,3,5.75,Society,5.5,3.5,6.5,3,N1
6271,1006272,6.8,9,Society,7,7.25,8.75,9.4,N1
6272,1006273,8.6,5,Nature,5.75,9.25,6,9.4,N1
6273,1006274,7.8,7.75,Society,7.75,6,8.25,6,N1
6274,1006275,6.8,4.5,Nature,6.25,4,7.5,7,N1
6275,1006276,6.2,6.75,Society,5.25,4.75,8.25,4.8,N1
6276,1006277,6.2,6.25,Society,6,6,7,,
6277,1006278,8,8.5,Society,7.25,7.25,10,9.2,N1
6278,1006279,8.8,7,Nature,3.25,6.75,8.75,9,N1
6279,1006280,7.8,6.75,Nature,7.75,5.5,6,7.4,N1
6280,1006281,3,5,Society,5.25,3.75,7.25,3.4,N1
6281,1006282,8,4.75,Nature,8.5,4.75,7,9.2,N1
6282,1006283,6.8,5.5,Society,5,5.5,8.5,6.8,N1
6283,1006284,4.8,8,Society,2.75,5.5,7.75,3,N1
6284,1006285,8.2,7,Nature,8,6.75,5.25,7.2,N1
6285,1006286,8.6,8.5,Nature,8.25,4.75,5,8.2,N1
6286,1006287,8.6,8,Nature,8.25,6,6.75,7.8,N1
6287,1006288,5.4,7,Society,6.5,6.25,9.25,3.2,N1
6288,1006289,6.8,4.5,Nature,6.5,5.5,4.75,4.2,N1
6289,1006290,7.6,5.5,Nature,6.5,6.25,7,7.2,N1
6290,1006291,7.8,8.5,Nature,8.25,4.75,7.25,7.4,N1
6291,1006292,6.6,6.25,Society,4.75,5,7.75,3,N1
6292,1006293,5.8,6.5,Society,5,5.5,8.25,5.2,N1
6293,1006294,7.2,9.5,Society,5.25,5.25,7,8.6,N1
6294,1006295,6.4,8,Society,5.25,5.5,7.75,6,N1
6295,1006296,7.6,8.75,Society,9,7.5,8.75,9.4,N1
6296,1006297,4,6,Society,5.75,5,8.25,7,N1
6297,1006298,9.2,7,Nature,9.75,8.5,7,9.2,N1
6298,1006299,7.4,5.5,Nature,7.5,6,6.25,8,N1
6299,1006300,4.2,8,Society,3.5,4.75,6.75,4.8,N1
6300,1006301,8.2,8.25,Society,7.25,6.5,9.5,7.6,N1
6301,1006302,6.6,7.5,Society,5,4.75,9.25,6.8,N1
6302,1006303,7.8,7.75,Nature,8.25,7.75,5.5,7.8,N1
6303,1006304,6.2,5,Nature,4,3.25,6.5,8.8,N1
6304,1006305,4.6,7.25,Society,6.25,5.25,8.5,4.8,N1
6305,1006306,8.2,6.75,Nature,6.5,3.75,3.75,8.2,N1
6306,1006307,7.2,7.5,Nature,5.25,8.25,6,9.2,N1
6307,1006308,7.4,7.5,Nature,8,7.75,5,8,N1
6308,1006309,9,7.5,Nature,8.25,7.25,7,7.8,N1
6309,1006310,9,9,Society,7.5,8.25,9.5,8.6,N1
6310,1006311,7.8,5.5,Nature,6,5.75,6,9,N1
6311,1006312,7.8,6.5,Nature,5,6.75,6,9.6,N1
6312,1006313,7.2,8,Society,6.5,5.75,7.5,8.8,N1
6313,1006314,8.8,7.75,Nature,9,6.5,7.25,8.6,N1
6314,1006315,8.2,8,Society,8,7.25,9.5,8.8,N1
6315,1006316,6.4,8,Society,7.25,6,9,,
6316,1006317,8.8,7.25,Nature,8.25,6.75,6.25,7,N5
6317,1006318,7.4,7.75,Society,6.75,5.25,7.75,7.2,N1
6318,1006319,6.4,6.5,Society,5,6.25,7.25,6.8,N1
6319,1006320,7,7.5,Society,6.25,5.75,8.25,8,N1
6320,1006321,7.6,6,Nature,8.5,5.75,6,9.2,N1
6321,1006322,8.4,9,Nature,9,4.25,5.75,9.2,N1
6322,1006323,8,6.5,Nature,8,8,6.75,6.2,N1
6323,1006324,7,7.5,Society,7.75,7.25,9,5.2,N1
6324,1006325,6.2,6.75,Society,4.25,6.25,7.75,6,N1
6325,1006326,7.4,6,Nature,7.5,5.75,6,8.6,N1
6326,1006327,7,8.25,Society,7,6.75,9,8.8,N1
