Student ID,Mathematics,Literature,Foreign language,Foreign language code,Subject combination,Physics/History,Chemistry/Geography,Biology/Civic education
1005426,7.4,8.25,9.2,N1,Society,5,5.75,9.25
1005427,7.2,8,7.8,N1,Society,6.25,5.75,6.25
1005430,6.8,7.5,7.6,N1,Society,6.5,5.75,8.5
1005431,6.8,8.25,7.8,N1,Society,6.25,5.75,9.5
1005432,7.6,7.5,8.8,N1,Society,8.25,7.5,9
1005433,8.2,9,7,N1,Society,4,5.25,7.25
1005434,8.4,9,7,N1,Society,6.25,6.25,7.5
1005435,8,9,8.2,N1,Society,7.75,6.25,8.5
1005438,8.6,8.5,9.2,N1,Society,7.5,6,8.75
1005439,7.6,8.5,8,N1,Society,6.75,5.25,7.5
1005440,7,9,8.6,N1,Society,7.5,6.75,8.75
1005441,5.6,7.5,3.6,N1,Society,5,5.75,7.25
1005442,8.2,8.75,8.8,N1,Society,5,5.25,9
1005443,5.2,7.5,8.8,N1,Society,6.25,5.5,8.75
1005445,6.2,7.25,4,N1,Society,4.25,5.75,7.75
1005446,7,6.5,6.8,N1,Society,7.75,5.75,9.25
1005447,7.2,8,8.8,N1,Society,6.5,6,8.25
1005448,6.8,8.75,9.2,N1,Society,9.25,7.5,9.75
1005449,6,7,4.2,N1,Society,3.25,5.75,6.25
1005450,7.4,7.75,9,N1,Society,5.25,6.5,7.25
1005451,7.4,7.75,7.6,N1,Society,6.75,7.25,9.25
1005452,6.4,9.25,8.8,N1,Society,4.75,5,7
1005453,6.6,8,8,N1,Society,5.75,6,8.75
1005454,7.6,8.75,9.2,N1,Society,6.75,5.75,8
1005455,7.8,8.75,8.6,N1,Society,6.75,6.75,8.25
1005456,7.4,8.75,5.6,N1,Society,5.5,6,8.5
1005457,6.8,8.5,9.6,N6,Society,3.25,4,6.75
1005458,5.6,9.25,9,N1,Society,6,6.75,8.25
1005459,7.6,9,9.6,N1,Society,6.75,6,8.25
1005460,6.2,8.5,3.4,N1,Society,6.25,6.5,7.75
1005461,7.8,9,5,N1,Society,7.5,6.5,9.25
1005462,7.2,9.25,9,N1,Society,7.25,7.25,9.5
1005463,7.4,7.75,9.4,N1,Society,6.5,7.75,9.25
1005464,7.8,9,7.8,N1,Society,8,5.5,9.75
1005465,6.8,8,7.6,N1,Society,7.5,5.75,8.25
1005466,7.4,8.5,8.6,N1,Society,7.75,7.5,8.5
1005467,7.8,8,9,N1,Society,6.75,6,8.25
1005468,7.4,8.75,7.6,N1,Society,5.25,5.25,8.25
1005469,8.4,8.75,8.8,N1,Society,8.75,7.25,8.5
1005470,8,8.75,8.8,N1,Society,7,8.25,8.25
1005471,8.4,8.5,9.2,N1,Society,6.5,6.25,8.75
1005472,8.4,8,9.8,N1,Society,6,6.75,8.5
1005473,7.4,8,5.6,N1,Society,5.25,5.5,6
1005474,6.6,8.75,6.4,N1,Society,4.25,5.75,6.5
1005476,7.8,9.5,9.2,N1,Society,6.5,7,8.25
1005477,6.6,8.25,7.2,N1,Society,4.25,5.75,7
1005478,4.8,7.25,5,N1,Society,4.75,5,7.75
1005479,6,7,4,N1,Society,4.5,4,9
1005480,6.6,8.5,7.2,N1,Society,5.25,5.25,7.75
1005481,6.4,9.25,8.4,N1,Society,7.25,6.75,9.25
1005482,7.2,8,8,N1,Society,8,6.75,8.25
1005483,6.6,8.5,7.2,N1,Society,5.75,4.25,8.75
1005484,7.8,9.25,8.2,N1,Society,6.5,5,8.5
1005485,7.6,9,8.2,N1,Society,6.75,7.75,8.75
1005486,7.6,9.5,9,N1,Society,6.5,7,9.25
1005487,7,9,9.4,N1,Society,7.5,6.25,9
1005488,6.2,7.5,7.6,N1,Society,5.75,6.5,7.5
1005489,6,8.25,3.6,N1,Society,5.25,4.75,7
1005490,6.8,9.25,6.4,N1,Society,8.5,7,9.5
1005491,6.8,8,6.4,N1,Society,4,5,7
1005492,8.2,9,9.2,N1,Society,6,6.25,8.25
1005493,7.6,8.5,9.2,N1,Society,6.25,6.25,9
1005494,8.4,9,8,N1,Society,6,6,9
1005495,7.8,8.75,8.2,N1,Society,6.25,7,8.75
1005496,8,7.75,5.8,N1,Society,7.25,5.75,9.75
1005497,7,8.75,7,N1,Society,7.5,7,9.75
1005498,7.2,6,7.2,N1,Society,7,8.25,9.5
1005499,6.4,8.25,7.6,N1,Society,5.5,3.25,8.25
1005500,7.4,7.75,9.6,N1,Society,5.5,7.5,9.5
1005501,7.6,8.25,9.2,N1,Society,5.75,5.75,6
1005502,4.8,7.5,7.6,N1,Society,5.5,6.25,8.5
1005503,7,7.5,4,N1,Society,9,6.75,9
1005504,7.6,7.75,7.8,N1,Society,8.25,7.25,9
1005505,8.6,8.75,8.8,N1,Society,3,6.25,9.25
1005507,7.4,7.25,8,N1,Society,6.75,4.75,7.25
1005509,4.6,7,3.8,N1,Society,6.75,6,8.75
1005510,7,7,6.6,N1,Society,6.75,6.5,8.25
1005512,8.2,7,8.4,N1,Society,5.75,5.25,8.75
1005513,6.6,7,5.8,N1,Society,8.25,6.25,10
1005514,6.2,5.75,4.4,N1,Society,5.5,6.25,8.75
1005515,5.6,4.75,3.8,N1,Society,3.5,4.25,7.75
1005516,6.2,5.5,8.4,N1,Society,5,5.5,7.25
1005517,5.8,6.25,6.8,N1,Society,5,5,6.75
1005518,8,7.75,6.2,N1,Society,6,4.75,8.5
1005519,6.8,7.5,3.6,N1,Society,5.5,6.5,8.75
1005520,8.4,9,8.8,N1,Society,7,6.25,9.25
1005521,7.2,9,7.6,N1,Society,8.5,6,9.25
1005522,6.8,8.5,6.6,N1,Society,7,6,8.75
1005523,8.4,8.5,9,N1,Society,3.5,5,8
1005524,8,8.5,8,N1,Society,6.75,3.75,7.5
1005525,7.6,8.5,9,N1,Society,7.25,6.25,8.5
1005526,7.4,8.5,7,N1,Society,5.5,5,7.25
1005527,8.4,8.75,9.6,N1,Society,7.25,6.75,9
1005528,6.6,7.75,9,N1,Society,4,6,6.75
1005529,8.2,8.75,6.8,N1,Society,6.75,6.5,8.75
1005531,6.8,6.75,7.8,N1,Society,5.25,6.25,8.25
1005534,8.2,7.5,8.8,N1,Society,6.25,5.25,8.75
1005535,7.6,7.5,8.2,N1,Society,7.25,6,7
1005536,7.6,7.75,5.6,N1,Society,7,6.25,8.5
1005537,5.6,9,7.2,N1,Society,9.5,8.25,8.25
1005538,7,7.75,5.2,N1,Society,7.75,4.5,8.5
1005575,7.8,8,8,N1,Nature,6.5,3.5,6.25
1005576,8.4,7.5,8.2,N1,Nature,7.25,7.5,8.25
1005577,6.8,4.75,7.8,N1,Nature,7.5,3,5
1005578,7.6,8.25,8.4,N1,Society,8.25,7.5,8.25
1005579,7,5,7,N1,Society,2.75,3.25,6.25
1005580,7.4,5.5,8.6,N1,Society,6.25,7,8.5
1005582,8.4,9,9.2,N1,Society,4.25,5.25,9
1005584,7.6,7.75,6.6,N1,Society,6,6,6.5
1005585,6.8,8.25,5.2,N1,Society,6.25,7.5,7.5
1005586,6,7,5.4,N1,Society,3.75,5.75,6.75
1005587,5.8,8.25,7.4,N1,Society,6.25,4.75,7.75
1005588,6.8,8,8,N1,Society,7,7,9.25
1005589,8.2,9,8.8,N1,Society,7.75,5.75,9
1005590,6.8,8.5,7.8,N1,Society,6.5,5,9.75
1005591,6.6,8.25,8.8,N1,Society,6,6.75,8.5
1005592,7.2,8.75,8.4,N1,Society,5.75,5.25,9.5
1005593,5.4,8.5,6.8,N1,Society,6.5,5.25,8.5
1005594,8.4,9,9.4,N1,Society,5.5,4.25,8.5
1005595,8,9,8.2,N1,Society,8,7,9
1005596,7.4,9.5,5.8,N1,Society,5,5,8
1005597,7.4,8.5,8.4,N1,Society,7,7,9.5
1005598,7.6,8.25,7.4,N1,Society,5.5,5,8.25
1005599,6.8,8.5,9.2,N1,Society,7.5,7.75,8.25
1005600,8.2,8.75,8.6,N1,Society,7.25,7.25,9.5
1005601,8.2,8.75,7.6,N1,Society,5.75,5.75,9
1005602,8,8.25,8,N1,Society,4.25,5.25,8.75
1005603,7.2,8.25,8.6,N1,Society,6,5.25,8.75
1005604,8,8.5,7.6,N1,Society,8,7.75,8.75
1005605,5.8,5.75,3.8,N1,Society,2.5,4.75,6.5
1005606,7.2,6.75,7.6,N1,Society,5,5,7.75
1005607,5.8,7.75,3,N1,Society,9,6.5,9.75
1005608,7.4,8.5,6.8,N1,Society,6.5,7,9
1005609,6,6.75,5.8,N1,Society,6,5.25,6.75
1005610,6.4,5.5,3.6,N1,Society,6.25,5.75,8.75
1005611,4.4,5.5,9.4,N1,Society,4.25,6.5,5
1005612,6.2,7.5,4,N1,Society,4.25,5.25,7.75
1005613,6.8,6.25,7.4,N1,Society,4,4.25,7.75
1005614,7.8,8,6.4,N1,Society,7.5,5.5,9
1005615,5.4,7.5,3,N1,Society,4.5,5.75,7.5
1005617,7.4,9,8.4,N1,Society,7.5,5.75,7.75
1005618,8,8.25,7.6,N1,Society,6.75,6.5,8.75
1005619,7.8,8.25,8.6,N1,Society,4,3.75,7.25
1005620,7.6,7.5,9,N1,Society,6.75,6.75,8.5
1005621,5.4,7,7.4,N1,Society,6,6.5,9.5
1005622,7.6,6.5,7.2,N1,Society,4.5,6.25,8
1005623,7.4,8,6.2,N1,Society,3.5,6.25,7.75
1005624,8,9,9.4,N1,Society,7,7.5,9
1005625,7.4,7.75,9.2,N1,Society,6.25,6.5,8.75
1005626,9,8.5,8.4,N1,Society,7.5,5,8.25
1005627,6.6,7.5,8.6,N1,Society,6,5.75,8.25
1005628,6.4,8.25,6.6,N1,Society,5.25,4,7
1005632,5,5.25,4,N1,Society,4.75,5.25,8.5
1005633,4.4,4.75,3,N1,Society,5,6.75,9
1005634,7,8.75,7.8,N1,Society,7,6.25,8.25
1005635,7.4,7,3.8,N1,Society,5,6.25,8.5
1005636,8.8,8.75,8.4,N1,Society,6.25,6.75,8.75
1005637,7.2,5.75,8.6,N1,Society,6.75,6,7.75
1005639,6.2,6.5,5.6,N1,Society,5.5,6.75,8.25
1005640,6.6,8,8.2,N1,Society,6,5.75,9
1005641,8,7.25,7.6,N1,Society,6.5,6.25,9
1005642,7,7.5,9.6,N1,Society,7.25,7,9.75
1005644,7.4,6.75,6,N1,Society,5.5,5.75,9.5
1005646,7.4,8,7.8,N1,Society,6,5.75,7.75
1005649,7,7,4,N1,Society,4.75,6.25,8.5
1005650,7.4,8.25,9,N1,Society,6.75,6.75,9.75
1005651,8.2,6.75,8.8,N1,Society,6.5,7.75,7.25
1005652,6.4,7,6.6,N1,Society,5.25,6.5,7
1005653,5.2,6.75,6.6,N1,Society,4.5,5.25,5.25
1005654,8,7.5,8.2,N1,Society,4.5,5.25,7
1005655,6,5.5,4.8,N1,Society,5.75,6.25,7.75
1005656,8.4,7.75,8.4,N1,Society,4.75,6,7.5
1005657,6,6.5,4.2,N1,Society,2.5,3.75,8.75
1005658,8.2,8.5,7.4,N1,Society,6,6.5,8.75
1005659,5.2,6,3.6,N1,Society,6.5,5.5,7.25
1005660,7.8,9,9,N1,Society,8,8,8.5
1005661,7.6,7.5,8.2,N1,Society,7.25,7.5,8.5
1005664,7.2,8.5,8.6,N1,Society,6.75,6.5,7.5
1005665,6.6,8.75,7.8,N1,Society,6.25,6,8
1005666,5.8,8.25,4,N1,Society,5.75,5,9
1005667,7.8,7.5,6.6,N1,Society,5.75,5.5,8.5
1005668,6.4,7.25,6.2,N1,Society,4.5,6.75,9
1005669,7.2,7.25,4.4,N1,Society,7,4.5,9.5
1005670,6.2,7.5,7.4,N1,Society,6.25,6.75,9.25
1005671,6.4,7,7.8,N1,Society,4.5,6,8.75
1005672,7.4,8,4.8,N1,Society,7.5,6.25,9
1005673,7.2,7.25,5,N1,Society,7.5,5.75,9.5
1005674,7.8,8,9.2,N1,Society,7.25,6,9
1005675,8,8,6.2,N1,Society,7,7.25,9.75
1005676,6.4,8,8.2,N1,Society,6,5.5,9.5
1005677,7.8,9,6.4,N1,Society,4.75,6.5,8.75
1005678,7.2,9,5,N1,Society,7,6,9.25
1005679,6,7.75,6,N1,Society,4.25,6.25,8.5
1005680,6.6,7.25,3.8,N1,Society,5.25,6.25,8
1005681,6.8,8,8,N1,Society,8.25,5.5,8.75
1005682,4.4,7.75,4.6,N1,Society,7,5,7.5
1005683,7,7.5,7,N1,Society,8.25,7.75,9.5
1005684,4.2,6.5,4.4,N1,Society,7.75,6.25,9.25
1005686,7.8,7.5,6.8,N1,Society,4.75,3.75,6.75
1005687,7.6,8,8.8,N1,Society,5.75,6.25,8.25
1005688,8,8.75,9.4,N1,Society,6.5,6.25,9.25
1005689,6.4,6.75,6,N1,Society,5.25,6.25,7.25
1005691,7.2,6.25,8.4,N1,Society,6,6.25,8.5
1005692,5.6,7.25,5.8,N1,Society,3.25,5,8.75
1005693,7.8,7.75,8,N1,Society,6.25,4.25,9
1005695,7.4,7.5,8.6,N1,Society,7.5,6.25,8.25
1005696,5.8,6.75,5.2,N1,Society,8.25,4.5,9.25
1005697,7.4,8.5,8.6,N1,Society,7,5.5,8.5
1005698,8.2,8.75,8.2,N1,Society,6.25,6.5,8.5
1005699,7.2,8.75,6.6,N1,Society,4.5,6.25,7.5
1005700,6.4,9,4.8,N1,Society,8.5,7.5,9.25
1005701,7.4,8,5.6,N1,Society,7.5,5.5,8.25
1005731,8,6,4,N1,Nature,6.25,5.5,6.5
1005732,8.2,7.5,7.4,N1,Nature,7.75,4.5,5.75
1005734,8.8,6.5,9,N1,Nature,9,5.5,6.5
1005735,8.6,8.75,6.4,N1,Nature,8.25,8,7.5
1005736,7,7,6.2,N1,Nature,6.75,4.5,5.75
1005737,8,8,9.4,N1,Nature,6.5,7,7.75
1005738,8.4,7.75,8.8,N1,Nature,8.5,6.75,5.5
1005739,8.6,7,8.8,N1,Nature,9,8.25,6
1005740,8.8,7.75,9.2,N1,Nature,8.5,7.5,7.5
1005741,7,7,4.8,N1,Nature,7.25,4.5,5
1005742,8.2,8.75,9.6,N1,Nature,8.75,6,8
1005743,8.4,6.25,9,N1,Nature,9,8,7
1005744,7.4,7.5,7.2,N1,Nature,7.75,7.5,5.25
1005745,7.2,5.25,4.8,N1,Nature,3,6.5,5.75
1005746,7.8,6.75,9.2,N1,Nature,7.75,5.25,5.75
1005749,8.8,7.25,6,N1,Nature,9,9.25,6
1005750,7.6,7,8.2,N1,Nature,6.75,7.5,7.25
1005751,8,8.25,9.4,N1,Nature,9.25,7,6.75
1005752,7.6,5.5,7,N1,Nature,2.5,8.25,8.5
1005753,8.6,5.75,9.2,N1,Nature,8.5,5.75,7
1005754,8,8.25,7.8,N1,Nature,7.75,7,5.5
1005756,7.6,8.25,8,N1,Nature,6.25,7.5,7
1005759,8.8,7.75,8.8,N1,Nature,8.5,8.75,5.25
1005760,9,8.25,7.4,N1,Nature,4.5,6.5,5.5
1005761,8.4,6.25,8.4,N1,Nature,4.5,9,8
1005762,7.2,7,8.8,N1,Nature,7.5,7.5,7.5
1005763,8.4,6.75,9.2,N1,Nature,9.25,4.5,5.5
1005765,8.2,6.25,4.2,N1,Nature,6.75,6.75,4
1005766,7.8,7.5,7.4,N1,Nature,5.5,5.75,7.25
1005767,8.2,6.5,8.2,N1,Nature,8.25,4.25,6.75
1005768,8,8.5,7.8,N1,Nature,8.25,7.5,6.75
1005769,8.2,7.5,8.4,N1,Nature,5,6.25,7.75
1005770,8.4,8.75,9.4,N1,Nature,8.75,9.25,6.5
1005771,6.2,5.5,5.8,N1,Nature,7,7,5.25
1005773,7.8,7.75,7.8,N1,Nature,6.25,6.25,9
1005774,7.8,8,4.4,N1,Nature,6.5,8,6.25
1005775,7.2,8,7.2,N1,Nature,5.5,8,8
1005776,8.4,8,5.8,N1,Nature,7.75,8,6
1005777,8,8.5,8.2,N1,Nature,6.75,5.75,7
1005778,7,7.25,8,N1,Nature,4.25,6.25,6.75
1005780,7.6,8,6.6,N1,Nature,6.75,7,5.5
1005781,7.4,6.75,6.6,N1,Nature,7.25,4,5
1005782,8,7.75,9.4,N1,Nature,8,5.5,5.25
1005783,6.4,7.5,5,N1,Nature,4.25,5.25,5.75
1005784,8,7.25,9.2,N1,Nature,6.75,8,6
1005785,8.6,7,9,N1,Nature,8.5,7.25,8
1005786,7.8,8,9.2,N1,Nature,7.25,4.75,5.75
1005787,6.2,6.75,8.4,N1,Nature,4.25,4,5.5
1005788,8.6,7.25,8.4,N1,Nature,7.75,7,6
1005789,8.8,7.75,9.8,N1,Nature,8.5,4.25,6.5
1005791,8.8,7.5,9.2,N1,Nature,8.75,3.75,5.5
1005792,8.2,8.25,9.2,N1,Nature,6.25,8.5,5
1005793,8.2,8.25,5.6,N1,Nature,7.75,7,6.5
1005794,8.4,7.75,7.6,N1,Nature,8.5,8.25,6.25
1005795,7,7.5,6.6,N1,Nature,8.5,3.5,5.5
1005797,6.6,7.5,6.2,N1,Nature,4,7.75,6.25
1005798,8.4,8,8,N1,Nature,5.75,8,6.5
1005799,7.6,7,8.6,N1,Nature,6.75,5,6
1005802,8.2,7.25,8.8,N1,Nature,8.25,6,6.25
1005803,7,8,9,N1,Nature,7,5.25,6.5
1005805,7.2,5,5,N1,Nature,7.75,5.75,6.25
1005806,8.4,7.25,9,N1,Nature,6.75,7.5,5
1005807,8.4,8.25,9.2,N1,Nature,8,5.5,4.25
1005809,8.4,7.25,7.8,N1,Nature,8.5,6.25,5.75
1005811,7.6,7.75,9.2,N1,Nature,7.75,7.25,7.25
1005812,8,7.75,7.6,N1,Nature,7,7.25,8
1005813,8.4,6.75,8,N1,Nature,7,3.5,6.25
1005815,6.4,7,6,N1,Nature,2.75,5.25,4.75
1005816,7.8,7.5,9.2,N1,Nature,3.5,8.75,7.5
1005817,8.4,4.75,9,N1,Nature,8.5,6.75,5.75
1005820,8,8,8.4,N1,Nature,7.75,6.25,7.25
1005822,7.8,8,9.2,N1,Nature,5.5,6.5,5.25
1005824,7.4,7.75,7.6,N1,Nature,6.5,7.5,7.25
1005825,9.4,8.25,7.6,N1,Nature,8.75,8,6.5
1005826,8.6,7,9.2,N1,Nature,7.25,6.5,6.75
1005827,8.2,8,7,N1,Nature,7.5,5.5,8
1005829,8.4,8,8,N1,Nature,8.25,5.5,5.75
1005830,8.8,8.25,7.6,N1,Nature,6,8.5,9
1005831,7.8,6.5,7.4,N1,Nature,7.25,5,6.75
1005832,7.6,7,9,N1,Nature,7.5,6.75,6.75
1005833,7,7.25,4.6,N1,Nature,5.25,5.5,5
1005834,7.6,7.75,7.6,N1,Nature,7.5,5.5,6.25
1005835,8.4,8,8,N1,Nature,4.25,7.5,8.75
1005836,7.4,7.5,7.2,N1,Nature,7.75,7.5,6.75
1005837,7.6,7.75,7.6,N1,Nature,8,7,5.75
1005838,6.4,8,4.6,N1,Nature,5.25,6,6.25
1005839,8.2,5.5,5.2,N1,Nature,7.25,7.25,4.5
1005840,7,6.25,8,N1,Nature,6.5,4.75,4.5
1005841,8.2,7,9,N1,Nature,7,2.5,6
1005842,8.8,5.75,9.6,N1,Nature,8.75,5.25,6.75
1005843,9.2,6.25,8.6,N1,Nature,9,4.5,6.75
1005844,8,7.25,8.6,N1,Nature,8.5,7,5.5
1005846,7.4,6.75,8.2,N1,Nature,7,4.25,6.25
1005847,8.4,7.25,6.2,N1,Nature,6.75,8.75,5.25
1005848,6.8,8.25,9,N1,Nature,5,5.25,5.5
1005849,6.6,8.75,8.4,N1,Nature,4.5,4.5,5.75
1005850,7.2,6.5,7,N1,Nature,4,8,5.25
1005852,8.6,9,8.8,N1,Nature,8.25,6.75,5.75
1005853,8.6,8.5,8,N1,Nature,8.75,9.25,6.5
1005854,8.6,8,9.4,N1,Nature,8.5,5.75,7
1005855,8.6,8.5,8.6,N1,Nature,7,8.75,8.75
1005856,7.8,6.75,5.6,N1,Nature,5.25,5.75,5.75
1005857,7.4,6.75,7.4,N1,Nature,8.5,7.75,4.75
1005858,8.2,7,7.4,N1,Nature,8,8.5,6
1005859,8.2,6.75,8.4,N1,Nature,8.25,5.5,6
1005860,8.2,8.5,8.8,N1,Nature,5.25,6.5,6.5
1005861,6.6,5.75,6,N1,Nature,5,3.5,3.5
1005863,8.2,8,9.4,N1,Nature,8.75,7.25,7.25
1005864,7.4,7,6.8,N1,Nature,7.75,3.5,6.5
1005866,7.6,6.75,6.8,N1,Nature,7.25,2.75,5
1005867,7.4,8.25,5.6,N1,Nature,5.75,6,4
1005868,6.6,6.25,7,N1,Nature,6.75,4,5.75
1005870,8.8,7,9.4,N1,Nature,8,5.25,7.25
1005873,7.8,6,8.6,N1,Nature,8,3.25,5
1005874,8.4,7.75,8.4,N1,Nature,8,8.5,7.25
1005875,8.2,7.5,9,N1,Nature,8.5,4.25,5.75
1005876,8.2,7,8,N1,Nature,6.5,7,6.25
1005877,6.6,8,8.4,N1,Nature,7.5,4.5,5
1005878,8.6,6.25,4.2,N1,Nature,8.5,8.25,5.75
1005879,6.6,7,6,N1,Society,6.75,4.5,8.5
1005880,5.6,6.5,6.2,N1,Society,5,5.75,6.25
1005881,5.8,6.5,8.2,N1,Society,7.75,5,8.75
1005882,6.2,8,8.6,N1,Society,6.25,5.75,8
1005883,8,8.75,9.4,N1,Society,6.5,6.25,7
1005885,6.8,8.75,4.4,N1,Society,9.5,8.5,8
1005886,7.4,8.5,8.6,N1,Society,7,6.75,9
1005887,6.4,6.5,3.2,N1,Society,4.25,4,7
1005888,7.2,8.5,9.4,N1,Society,8,6.25,8.75
1005889,6.8,8,8,N1,Society,5.75,5.5,8.5
1005890,5.6,6.25,4.4,N1,Society,3.75,5.5,8.25
1005891,7.6,7.5,7.2,N1,Society,6,5.5,7.75
1005892,7.2,7.5,4.2,N1,Society,9.25,4.25,8.25
1005893,8,8,7.6,N1,Society,9,7,8.75
1005894,7.4,7.75,7.2,N1,Society,8.25,7,9.75
1005895,5.6,6.75,4.6,N1,Society,5.75,5.75,9.25
1005896,8,9.25,7.6,N1,Society,5.75,7.75,7.75
1005898,7.4,8,7.6,N1,Society,6.75,6.75,7
1005899,7.4,7.75,8.2,N1,Society,5.75,5,8.75
1005902,7.4,7.75,7.8,N1,Society,5.5,5,7.5
1005903,8.4,8.75,9,N1,Society,8.75,8.5,10
1005904,7.4,8.5,7.6,N1,Society,4.25,4.5,7.25
1005905,5.4,6.5,3.4,N1,Society,3,5.25,7
1005906,7.2,7.75,8.4,N1,Society,7.5,6.25,8.5
1005907,7.6,8.5,9.4,N1,Society,6.75,5.5,10
1005908,8.6,8.75,9.6,N1,Society,5.75,8,9.75
1005909,7,8.25,4.2,N1,Society,2.75,4.5,8.25
1005910,6.8,8,6.2,N1,Society,5,5.25,8.25
1005911,6.4,8.75,5.6,N1,Society,6.75,7.75,7.75
1005912,5.2,7,5.4,N1,Society,6.5,6.75,9.75
1005913,8.2,8.5,9.2,N1,Society,7.25,7.5,8.5
1005914,4.6,7.5,4.8,N1,Society,6,6.25,9
1005915,6.6,6,6,N1,Society,4.5,5,8
1005917,6,7.5,5,N1,Society,6.5,5.25,8.25
1005918,7.6,4.75,8.6,N1,Society,4.25,3.5,8.25
1005919,8,9,8.8,N1,Society,6.5,5.25,8.75
1005920,6.8,7.5,6.6,N1,Society,4.75,5.5,8.25
1005921,8.2,7.5,5.6,N1,Society,5.75,5,8.75
1005922,5.6,8,5.8,N1,Society,5.5,6.5,8
1005923,7.6,8.5,9,N1,Society,6.75,5.5,8.25
1005924,8.2,8.5,8.2,N1,Society,8.5,7.25,8.5
1005925,6.8,8.75,6.6,N1,Society,7.5,7,8.5
1005926,4.8,7.25,3.4,N1,Society,4.5,5.5,6.75
1005927,6.8,6.75,4.4,N1,Society,5.75,5.25,8.75
1005928,8.2,7.75,7.8,N1,Society,5,7,8.5
1005929,8.6,8,6.8,N1,Society,5.75,7.5,9
1005930,7.4,8,7.4,N1,Society,7.5,5.75,8
1005931,7.6,7.5,9.6,N1,Society,7.5,5.25,8.5
1005932,7.2,7.75,6.2,N1,Society,5.25,5.5,7
1005935,8,8.25,7.4,N1,Society,4.75,6.5,8.25
1005936,8,9,9.6,N1,Society,8.25,8,9.5
1005937,8.4,8.25,7.6,N1,Society,7.75,7.25,8.25
1005938,7.2,8.5,7.8,N1,Society,9.5,7.5,9
1005939,6.6,7.5,7,N1,Society,4.75,6.25,8
1005940,5.6,8.75,6.2,N1,Society,8.25,6.75,9
1005942,6,8.5,6,N1,Society,3.75,6.75,8.75
1005943,6.8,6.5,3.2,N1,Society,4.5,5.25,8.75
1005944,7.2,8.5,7.4,N1,Society,7.25,7.75,7.75
1005945,6.4,8,6.4,N1,Society,8.75,6.75,9
1005946,5.6,7.25,7.4,N1,Society,4.75,5.75,8.75
1005947,8.2,7.5,9.4,N1,Society,5.25,6.75,8.75
1005949,7.6,7.5,6,N1,Society,4.25,4.25,7.5
1005950,8.2,7,8.6,N1,Society,6,6,7.75
1005951,5.4,7,5.2,N1,Society,4.75,4.75,8.25
1005952,5.2,6.5,5.8,N1,Society,5.75,4.75,7.25
1005954,8,7.5,7.4,N1,Society,6.75,6.75,8
1005955,7,6.25,5.2,N1,Society,5.25,6,8.25
1005956,5.2,6,3.2,N1,Society,6.75,6,8.5
1005957,8.2,5.5,8.6,N1,Society,6.75,7.75,8.5
1005958,7,7,4.6,N1,Society,7.5,6,9
1005959,7.4,7.25,6.2,N1,Society,4.25,5.25,5.25
1005960,4.4,5.5,3.2,N1,Society,4.5,4.75,7.25
1005961,8.8,7,8.8,N1,Society,7.75,6,7.75
1005962,5.6,7,3.6,N1,Society,4.5,5.75,7.25
1005964,4.8,5,3,N1,Society,5.25,5.25,7.5
1005965,7.8,7.5,7.4,N1,Society,5.5,5.75,7.25
1005966,7.8,8.75,9.2,N1,Society,5.25,6.25,8.25
1005967,5.2,7,3,N1,Society,4.25,5.25,8
1005968,7.8,8,7.6,N1,Society,5.75,3.25,8.5
1005969,7.6,8,9.2,N1,Society,7.25,7,8.25
1005970,6,7.25,4,N1,Society,4.5,5.25,7.25
1005971,6,6.75,7.2,N1,Society,6.75,5.25,8.25
1005973,6.8,6,4.6,N1,Society,4.5,5.25,7
1005974,7.6,8.25,8.8,N1,Society,6.75,6.5,8.25
1005977,6.4,6,7.2,N1,Society,5.5,4.75,8.5
1005978,7.8,7.75,6,N1,Society,6,6,9.5
1005979,7.2,8,8.6,N1,Society,7,6.75,8.25
1005980,6.2,8.75,8.6,N1,Society,6.25,6,8.75
1005982,6,8.75,6.8,N1,Society,6.5,6,8.5
1005983,7,8.5,7.2,N1,Society,6.75,7,8.25
1005984,7.8,9.25,8.8,N1,Society,6.75,7.5,8
1005985,4.8,7.25,4.6,N1,Society,3.75,6,7.5
1005986,7.2,6.75,6.4,N1,Society,6.5,5.75,9
1005988,7,6.75,8.4,N1,Society,6.25,5.75,8
1005989,6.6,7.25,6.6,N1,Society,4.5,5.75,8.5
1005990,5.8,7.5,4.6,N1,Society,3.5,6,8
1005991,6.2,7.75,7,N1,Society,6.5,5,7.75
1005993,7.8,7.75,8.4,N1,Nature,7,4.5,5.5
1005995,8.6,8.5,9.2,N1,Nature,9,8.25,7.25
1005996,8.4,8.75,7,N1,Nature,4.25,6.5,6.5
1005997,8.6,8.25,8.6,N1,Nature,8.5,9,9.75
1005999,8.2,8,9,N1,Nature,7.5,5.5,6.75
1006000,8.4,7,8,N1,Nature,8.5,5.5,6.75
1006001,8.4,6,8.6,N1,Nature,7.75,4.5,5
1006003,7.8,5.75,6.8,N1,Nature,5,4.5,3.75
1006004,7.8,7.75,9.6,N1,Nature,7.75,5.75,6.5
1006006,8.4,7.5,8.8,N1,Nature,5.75,5.5,5
1006007,8.4,6.75,5.4,N1,Nature,9,8.25,6.5
1006008,7.4,6.75,7.4,N1,Nature,7.25,5,6
1006009,8.2,6.75,8,N1,Nature,8.5,5.25,5.75
